piece_id,lambda,tonal_center,+P5,-P5,+M3,-M3,+m3,-m3,converged
lmd_45477,0.9816834436127218,8,0.02538399285333501,0.07661652277807172,0.5832177367403529,0.008512629661732564,0.00011583004814681497,0.306153287918361,True
lmd_91033,0.9909912897969784,4,0.027433417400175995,0.044262226428871815,0.6942208441726159,1.5849370192482846e-09,3.549078174924017e-08,0.23408347492261752,True
lmd_3826,0.9854264141820903,0,0.07800529002403293,2.667130275498427e-08,0.7777705756291186,5.242264651593218e-09,7.07001244681997e-09,0.14422409536326863,True
lmd_106136,0.9910136185001384,0,0.0612677480263262,7.491427784648216e-11,0.7647659342206417,7.561073537626701e-12,2.6467855349726007e-08,0.17396629120270155,True
lmd_68105,0.9796528300722944,4,0.006665376651998646,0.018935130678832766,0.6960906907745743,0.01895549513632324,0.004376735841795255,0.25497657091647563,True
lmd_41123,0.9923998748593139,2,0.04603963726359576,0.025934794990827695,0.7412663843920454,9.506778735711178e-09,1.1245449781687476e-07,0.18675906139225448,True
lmd_89700,0.9909180107430117,0,0.07177235775151053,6.7587627047165904e-09,0.7553057317610179,2.0016583062608888e-11,1.972345977548365e-08,0.17292188398523267,True
lmd_54434,0.9889668252017906,4,0.008892480965647603,0.03612103016381176,0.673489291958867,0.0066476588423519944,0.006689882316741212,0.26815965575258044,True
lmd_96818,0.9918225171644997,3,0.03038870688027922,0.01985928846149736,0.7237748318846469,7.694193733379447e-09,1.1700742975201159e-08,0.22597715337863986,True
lmd_64477,0.9883408055401719,5,0.01462052301262494,0.05777447703928542,0.6410593953804465,3.310776034611809e-09,3.6725586711819134e-08,0.2865455645312804,True
lmd_63163,0.982506351172485,3,0.02293872825449468,0.025460381140456654,0.7553555350937369,2.9598387533811333e-08,0.005523005276312427,0.1907223206366117,True
lmd_34062,0.9874328407405152,0,0.08570358381054323,1.2912312320600991e-08,0.7239925136858274,3.5560232076114067e-10,1.765718045990131e-09,0.19030388746999688,True
lmd_25079,0.985457661626058,2,0.05813119266475761,0.007839215632907251,0.7991347115499539,7.740496615318764e-09,8.951115471736707e-09,0.13489486346076915,True
lmd_74326,0.9906362139643805,3,0.028438713755190564,0.01954538381390815,0.7128738399623522,3.9384275103748396e-08,6.1937183305177206e-09,0.23914201689055556,True
lmd_9355,0.9885535621146384,8,0.03100870013709231,0.038771252296653735,0.6195844006080024,0.032866481001701586,0.03364568325584015,0.24412348270071,True
lmd_30392,0.9903078268018533,5,0.047634589104852784,0.02351677751607764,0.7110619202335691,1.0073196655248846e-12,3.848015887988642e-08,0.21778667466433438,True
lmd_99044,0.9870206029939963,1,0.03751779747141952,0.00969212296119456,0.7061239043689894,1.243733800029228e-09,1.3225299354533026e-09,0.24666617263213275,True
lmd_60383,0.9871789700855659,1,0.023967218875388777,0.021678766274264683,0.7033741782878083,1.2674608107328443e-08,5.080459348103052e-08,0.25097977308333663,True
lmd_102447,0.9909867420994859,1,0.07731126866695504,0.014661682185866196,0.7696750431075494,1.425293938170082e-09,3.503442236175257e-09,0.1383520011108931,True
lmd_38272,0.9887905996604772,0,0.0714432194084523,9.455086445289438e-08,0.7650455939449702,6.868962320329063e-09,7.318828387624424e-09,0.1635110779079223,True
lmd_84913,0.9756883861923614,4,0.024063443682804907,0.011298940257099684,0.7307234462303693,1.3147435724777959e-08,0.010718207008808647,0.22319594967348164,True
lmd_4161,0.9890363381323729,0,0.10551145459582612,8.162736211304647e-11,0.7535740824459243,2.140747487280283e-11,1.942383119905836e-08,0.14091444343138362,True
lmd_28522,0.9605654723761722,2,1.1519123881230777e-14,1.9552512592262036e-14,0.7954625710979011,5.648854272633097e-17,2.2888202376461072e-18,0.20453742890206775,True
lmd_87981,0.9805838587812289,1,0.003977045309141689,0.0383388811503311,0.7435893745782625,1.1365794846405954e-08,1.7586462305661234e-08,0.21409467001000754,True
lmd_103906,0.9921261653715561,1,0.020120479674844267,0.03258411796320692,0.6572861637137106,2.8898015947129942e-09,7.208960072579841e-09,0.29000922854947647,True
lmd_12836,0.9843474932112587,4,0.05627019355389657,0.007710497311212037,0.7036396962542397,0.004283294247279129,0.030451430573129736,0.19764488806024302,True
lmd_32628,0.9906743266942449,3,0.012724567570557305,0.0380173010691571,0.6970294107068058,2.881401300255144e-09,4.905828047778896e-08,0.2522286687137979,True
lmd_60950,0.9874312045983917,3,0.05801084471940104,0.008805426347172424,0.7621623482778797,3.803759832736408e-08,0.02821907998916586,0.14280226262878246,True
lmd_83721,0.9887788748132738,2,0.022048827915455853,0.03725533002027619,0.7620649151655893,7.021658003080865e-09,1.209895354697266e-08,0.1786309077780671,True
lmd_74598,0.9837908067629646,11,0.020525177482914825,0.046344007763552034,0.49932707383850633,0.14826764202595377,0.06059176366459063,0.22494433522448243,True
lmd_94648,0.9910263344172346,1,0.023636498492742436,0.03019268467448348,0.6731285549097541,1.2395024206773966e-08,1.3746633995938326e-08,0.27304223578136183,True
lmd_14895,0.987401182479903,0,0.09955629137329354,7.696330174016757e-20,0.753814650511758,8.007247351276453e-28,1.1755164567373864e-16,0.1466290581149482,True
lmd_98961,0.9839187084916543,1,0.020936200542020503,0.019165776103571265,0.707505331581321,1.0703987781338568e-08,1.186680102018917e-08,0.2523926692022983,True
lmd_91815,0.9902255801816227,1,0.04285933920727695,0.011829764244787032,0.775027454856168,3.436523660876462e-08,1.3720939991946206e-08,0.17028339360559142,True
lmd_46156,0.9919741560630572,6,0.07867364899081397,0.013942187906990708,0.6863170490227491,0.013771770244415203,0.027507523696210033,0.1797878201388208,True
lmd_58884,0.961962669507978,8,0.0019001517913295742,4.841598575440618e-08,0.6341662214432793,0.08156147641978058,0.002231675225848902,0.28014042670377604,True
lmd_105222,0.9898563486395823,3,0.03689870927693532,0.01642646841346861,0.7389880623276077,5.453966595580977e-09,0.00014954195353876433,0.20753721257448274,True
lmd_1704,0.9909555082167455,0,0.0686030887766931,4.302190389431811e-09,0.7579732879020522,7.665094413668997e-10,3.1148370002276875e-09,0.17342361513771806,True
lmd_66972,0.9923871485097423,3,0.024542585884130587,0.03168004767452386,0.7134381018996278,3.162754159072135e-08,8.44993397684869e-10,0.23033923206918297,True
lmd_35072,0.9902021094444857,5,0.06137255884037369,0.015064419953919085,0.7143102476521483,0.004646278631770987,0.013273523713176909,0.19133297120861095,True
lmd_15857,0.9910255296317962,4,0.021935219810654657,0.041149154372517524,0.680845546569037,1.511241382710329e-08,0.0005953418179882106,0.2554747223173889,True
lmd_110241,0.9884981833733512,7,0.013879342527648865,0.048905136585509136,0.623911671527988,0.0227543565980036,0.00996551110407883,0.2805839816567716,True
lmd_34014,0.9889685743650756,5,0.03792500092125287,0.022327827945171803,0.6597698454573931,0.006134281466800508,0.021263917094449192,0.2525791271149324,True
lmd_63254,0.9831101518586504,9,0.11385725126168836,0.026860494460515725,0.6513634164654967,0.0813692982522351,0.015878369095108574,0.11067117046495549,True
lmd_57201,0.9891624426538796,0,0.07177175514098565,7.397257353053001e-09,0.7206997008944611,1.8314226208861748e-15,7.668572572917136e-13,0.2075285365665273,True
lmd_13046,0.9904499126942385,0,0.0738411198959284,2.262984446209743e-09,0.7268140013255958,8.525786544010511e-09,3.5410788944695e-11,0.19934486795429396,True
lmd_98711,0.9910336129211361,1,0.012434918964474436,0.02654940007912745,0.6742700807408365,7.3338452064306534e-09,2.6277606368599115e-08,0.28674556660411016,True
lmd_104319,0.9904201825177618,9,0.040972378903156005,0.08706113322600184,0.5782037429432725,0.06066848177278519,0.015354770366992851,0.21773949278779173,True
lmd_64438,0.9884193663509703,5,0.026918333164441078,0.04643047924091019,0.65129983363573,1.9667419157075846e-08,0.007459147886020336,0.26789218640547935,True
